"ID","FIXED_ACIDITY","VOLATILE_ACIDITY","CITRIC_ACID","RESIDUAL_SUGAR","CHLORIDES","FREE_SULFUR_DIOXIDE","TOTAL_SULFUR_DIOXIDE","DENSITY","PH","SULPHATES","ALCOHOL","QUALITY"
2434,6.8,0.22,0.37,15.2,0.051,68,178,0.99935,3.4,0.85,9.3,"1"
2435,6.8,0.22,0.41,6.7,0.034,39,116,0.99245,3.18,0.46,11.5,"1"
2436,6.8,0.22,0.49,0.9,0.052,26,128,0.991,3.25,0.35,11.4,"1"
2437,6.8,0.23,0.29,12.2,0.035,38,236,0.9976,3.35,0.52,9.8,"1"
2438,6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,"1"
2439,6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,"1"
2440,6.8,0.23,0.3,1.7,0.043,19,95,0.99207,3.17,0.46,10.7,"1"
2441,6.8,0.23,0.3,6.95,0.044,42,179,0.9946,3.25,0.56,10.6,"1"
2442,6.8,0.23,0.31,2.8,0.047,40,122,0.99126,3.06,0.64,10.9,"1"
2443,6.8,0.23,0.32,1.6,0.026,43,147,0.9904,3.29,0.54,12.5,"1"
2444,6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,"1"
2445,6.8,0.23,0.33,1.9,0.047,20,101,0.9914,3.1,0.46,11.1,"1"
2446,6.8,0.23,0.39,16.1,0.053,71,194,0.9988,3.18,0.64,10.2,"1"
2447,6.8,0.23,0.4,1.6,0.047,5,133,0.993,3.23,0.7,11.4,"1"
2448,6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,"1"
2449,6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,"1"
2450,6.8,0.23,0.48,1.5,0.036,35,165,0.99162,3.18,0.45,11.3,"1"
2451,6.8,0.24,0.29,2,0.044,15,96,0.99232,3.23,0.64,10.4,"1"
2452,6.8,0.24,0.29,9.5,0.042,56,157,0.99586,3.11,0.51,10.1,"1"
2453,6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,"0"
2454,6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,"0"
2455,6.8,0.24,0.33,3.2,0.049,68,161,0.99324,3.1,0.69,10.2,"1"
2456,6.8,0.24,0.34,2.7,0.047,64.5,218.5,0.9934,3.3,0.58,9.7,"1"
2457,6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6,"0"
2458,6.8,0.24,0.34,5.1,0.038,31,99,0.9921,3.24,0.46,11.8,"1"
2459,6.8,0.24,0.35,6.4,0.048,44,172,0.9944,3.29,0.55,10.5,"1"
2460,6.8,0.24,0.37,7.45,0.043,59,188,0.99579,3.2,0.5,9.4,"1"
2461,6.8,0.24,0.38,8.3,0.045,50,185,0.99578,3.15,0.5,9.5,"1"
2462,6.8,0.24,0.4,1.8,0.047,34,105,0.99,3.13,0.49,12.8,"1"
2463,6.8,0.24,0.49,19.3,0.057,55,247,1.00055,3,0.56,8.7,"0"
2464,6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,"0"
2465,6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,"0"
2466,6.8,0.25,0.24,1.6,0.045,39,164,0.99402,3.53,0.58,10.8,"0"
2467,6.8,0.25,0.24,4.55,0.053,41,211,0.9955,3.37,0.67,9.5,"1"
2468,6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9,"0"
2469,6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9,"0"
2470,6.8,0.25,0.28,5,0.035,42,126,0.99048,3.12,0.38,12.6,"1"
2471,6.8,0.25,0.29,2,0.042,19,189,0.9952,3.46,0.54,10.2,"1"
2472,6.8,0.25,0.3,11.8,0.043,53,133,0.99524,3.03,0.58,10.4,"1"
2473,6.8,0.25,0.31,13.3,0.05,69,202,0.9972,3.22,0.48,9.7,"1"
2474,6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,"1"
2475,6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,"1"
2476,6.8,0.25,0.34,14,0.032,47,133,0.9952,3.37,0.5,12.2,"1"
2477,6.8,0.25,0.37,3.1,0.026,29,93,0.99035,3.14,0.45,12.2,"1"
2478,6.8,0.25,0.38,8.1,0.046,24,155,0.9956,3.33,0.59,10.2,"1"
2479,6.8,0.26,0.22,4.8,0.041,110,198,0.99437,3.29,0.67,10.6,"0"
2480,6.8,0.26,0.22,7.7,0.047,57,210,0.9959,3.1,0.47,9,"0"
2482,6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,"0"
2483,6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,"0"
2484,6.8,0.26,0.26,2,0.019,23.5,72,0.99041,3.16,0.47,11.8,"1"
2485,6.8,0.26,0.29,11.9,0.052,54,160,0.99546,3.03,0.58,10.4,"1"
2486,6.8,0.26,0.29,16.95,0.056,48,179,0.9998,3.45,0.4,9.6,"0"
2487,6.8,0.26,0.32,7,0.041,38,118,0.9939,3.25,0.52,10.8,"1"
2488,6.8,0.26,0.33,1.5,0.047,44,167,0.9928,3.12,0.44,10.5,"1"
2489,6.8,0.26,0.34,13.9,0.034,39,134,0.9949,3.33,0.53,12,"1"
2490,6.8,0.26,0.34,15.1,0.06,42,162,0.99705,3.24,0.52,10.5,"0"
2491,6.8,0.26,0.4,7.5,0.046,45,179,0.99583,3.2,0.49,9.3,"0"
2492,6.8,0.26,0.42,1.7,0.049,41,122,0.993,3.47,0.48,10.5,"1"
2493,6.8,0.26,0.43,11.75,0.045,53,198,0.9969,3.26,0.55,9.5,"0"
2494,6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,"0"
2495,6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,"0"
2496,6.8,0.26,0.46,8.3,0.037,49,173,0.99601,3.17,0.47,9.3,"0"
2497,6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,"1"
2498,6.8,0.26,0.56,11.9,0.043,64,226,0.997,3.02,0.63,9.3,"0"
2499,6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,"0"
2500,6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,"0"
2501,6.8,0.27,0.22,8.1,0.034,55,203,0.9961,3.19,0.52,8.9,"0"
2502,6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,"0"
2503,6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,"0"
2504,6.8,0.27,0.24,4.6,0.098,36,127,0.99412,3.15,0.49,9.6,"1"
2505,6.8,0.27,0.26,16.1,0.049,55,196,0.9984,3.15,0.5,9.3,"0"
2506,6.8,0.27,0.28,7.8,0.038,26,89,0.9915,3.24,0.34,12.5,"1"
2507,6.8,0.27,0.28,13.3,0.076,50,163,0.9979,3.03,0.38,8.6,"1"
2508,6.8,0.27,0.29,4.6,0.046,6,88,0.99458,3.34,0.48,10.6,"0"
2509,6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,"1"
2510,6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,"1"
2511,6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,"1"
2512,6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,"1"
2513,6.8,0.27,0.32,1.5,0.044,19,142,0.9921,3.1,0.43,9.9,"1"
2514,6.8,0.27,0.35,7.8,0.048,76,197,0.9959,3.24,0.43,9.5,"1"
2515,6.8,0.27,0.37,8.2,0.055,52,192,0.99586,3.11,0.52,9.5,"1"
2516,6.8,0.27,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4,"1"
2517,6.8,0.27,0.49,1.2,0.044,35,126,0.99,3.13,0.48,12.1,"1"
2518,6.8,0.28,0.17,13.9,0.047,49,162,0.9983,3.21,0.51,9,"1"
2519,6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,"1"
2520,6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,"1"
2521,6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,"1"
2522,6.8,0.28,0.34,7.5,0.035,34,177,0.99692,3.33,0.43,9.1,"0"
2523,6.8,0.28,0.35,2.3,0.042,16,85,0.9906,3.19,0.56,12.4,"1"
2524,6.8,0.28,0.36,1.6,0.04,25,87,0.9924,3.23,0.66,10.3,"1"
2525,6.8,0.28,0.36,7,0.043,60,207,0.99556,3.16,0.49,9.6,"1"
2526,6.8,0.28,0.36,8,0.045,28,123,0.9928,3.02,0.37,11.4,"1"
2527,6.8,0.28,0.37,7,0.057,35,208,0.9973,3.57,0.55,10.2,"0"
2528,6.8,0.28,0.39,1.4,0.036,15,115,0.9918,3.27,0.72,11.7,"0"
2529,6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,"0"
2530,6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,"0"
2531,6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,"1"
2532,6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,"1"
2533,6.8,0.28,0.44,9.3,0.031,35,137,0.9946,3.16,0.36,10.4,"1"
2534,6.8,0.28,0.44,11.5,0.04,58,223,0.9969,3.22,0.56,9.5,"0"
2535,6.8,0.28,0.6,1.1,0.132,42,127,0.9934,3.09,0.44,9.1,"1"
2536,6.8,0.29,0.16,1.4,0.038,122.5,234.5,0.9922,3.15,0.47,10,"0"
2537,6.8,0.29,0.22,3.4,0.035,40,122,0.99024,3.09,0.47,12.3,"1"
2538,6.8,0.29,0.32,1.8,0.032,18,130,0.99095,3.05,0.62,11.2,"1"
2539,6.8,0.29,0.34,3.5,0.054,26,189,0.99489,3.42,0.58,10.4,"0"
2540,6.8,0.29,0.49,1.4,0.142,52,148,0.9937,3.08,0.49,9,"1"
2541,6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,"0"
2542,6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,"0"
2543,6.8,0.29,0.56,11.9,0.043,66,230,0.9972,3.02,0.63,9.3,"0"
2544,6.8,0.3,0.22,6.2,0.06,41,190,0.99858,3.18,0.51,9.2,"0"
2545,6.8,0.3,0.23,4.6,0.061,50.5,238.5,0.9958,3.32,0.6,9.5,"0"
2546,6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,"0"
2547,6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,"0"
2548,6.8,0.3,0.26,20.3,0.037,45,150,0.99727,3.04,0.38,12.3,"1"
2549,6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,"1"
2550,6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,"1"
2551,6.8,0.3,0.29,6.2,0.025,29,95,0.99071,3.03,0.32,12.9,"1"
2552,6.8,0.3,0.33,12.8,0.041,60,168,0.99659,3.1,0.56,9.8,"0"
2553,6.8,0.3,0.33,12.8,0.041,60,168,0.99659,3.1,0.56,9.8,"0"
2554,6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,"1"
2555,6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,"1"
2556,6.8,0.31,0.09,1.4,0.04,56,145,0.9922,3.19,0.46,10,"0"
2557,6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,"0"
2558,6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,"0"
2559,6.8,0.31,0.25,10.5,0.043,30,165,0.9972,3.36,0.55,10.55,"1"
2560,6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,"1"
2561,6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,"1"
2562,6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,"0"
2563,6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,"0"
2564,6.8,0.31,0.42,6.9,0.046,50,173,0.9958,3.19,0.46,9,"0"
2565,6.8,0.32,0.18,7.5,0.041,71,223,0.9959,3.14,0.41,8.9,"0"
2566,6.8,0.32,0.18,7.5,0.041,71,223,0.9959,3.14,0.41,8.9,"0"
2567,6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,"1"
2568,6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,"1"
2569,6.8,0.32,0.23,3.3,0.026,31,99,0.9896,3.1,0.4,12.4,"1"
2570,6.8,0.32,0.28,4.8,0.034,25,100,0.99026,3.08,0.47,12.4,"1"
2571,6.8,0.32,0.3,1,0.049,22,113,0.99289,3.24,0.61,10.2,"0"
2572,6.8,0.32,0.3,3.3,0.029,15,80,0.99061,3.33,0.63,12.6,"1"
2573,6.8,0.32,0.32,8.7,0.029,31,105,0.99146,3,0.34,12.3,"1"
2574,6.8,0.32,0.33,0.7,0.027,15,66,0.9899,3.11,0.31,11.8,"1"
2575,6.8,0.32,0.34,1.2,0.044,14,67,0.9919,3.05,0.47,10.6,"0"
2576,6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,"0"
2577,6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,"0"
2578,6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,"1"
2579,6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,"1"
2580,6.8,0.32,0.39,9.6,0.026,34,124,0.99286,3.18,0.35,12.1,"1"
2581,6.8,0.32,0.43,1.6,0.05,4,65,0.99346,3.27,0.47,10.7,"0"
2582,6.8,0.33,0.28,1.2,0.032,38,131,0.9889,3.19,0.41,13,"1"
2583,6.8,0.33,0.3,2.1,0.047,35,147,0.9886,3.24,0.56,13.4,"1"
2584,6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,"1"
2585,6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,"1"
2586,6.8,0.33,0.44,7,0.05,29,155,0.9955,3.14,0.42,9.5,"0"
2587,6.8,0.34,0.1,1.4,0.049,29,118,0.9936,3.21,0.41,9.5,"0"
2588,6.8,0.34,0.27,5.2,0.06,14,169,0.99252,3.27,0.57,11.6,"1"
2589,6.8,0.34,0.36,8.9,0.029,44,128,0.99318,3.28,0.35,11.95,"1"
2590,6.8,0.34,0.44,6.6,0.052,28,156,0.9955,3.14,0.41,9.6,"0"
2591,6.8,0.34,0.69,1.3,0.058,12,171,0.9931,3.06,0.47,9.7,"0"
2592,6.8,0.34,0.74,2.8,0.088,23,185,0.9928,3.51,0.7,12,"1"
2593,6.8,0.35,0.32,2.4,0.048,35,103,0.9911,3.28,0.46,12,"1"
2594,6.8,0.35,0.44,6.5,0.056,31,161,0.9952,3.14,0.44,9.5,"0"
2595,6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,"0"
2596,6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,"0"
2597,6.8,0.36,0.24,4.6,0.039,24,124,0.9909,3.27,0.34,12.6,"1"
2598,6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,"0"
2599,6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,"0"
2600,6.8,0.37,0.28,1.9,0.024,64,106,0.98993,3.45,0.6,12.6,"1"
2601,6.8,0.37,0.28,4,0.03,29,79,0.99,3.23,0.46,12.4,"1"
2602,6.8,0.37,0.47,11.2,0.071,44,136,0.9968,2.98,0.88,9.2,"0"
2603,6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,"0"
2604,6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,"0"
2605,6.8,0.37,0.67,1.5,0.175,16,98,0.99244,3.06,0.56,10.3,"1"
2606,6.8,0.38,0.29,9.9,0.037,40,146,0.99326,3.11,0.37,11.5,"1"
2607,6.8,0.39,0.31,14.35,0.043,28,162,0.9988,3.17,0.54,9.1,"0"
2608,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,"1"
2609,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,"1"
2610,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,"1"
2611,6.8,0.39,0.35,11.6,0.044,57,220,0.99775,3.07,0.53,9.3,"0"
2612,6.8,0.4,0.29,2.8,0.044,27,97,0.9904,3.12,0.42,11.2,"1"
2613,6.8,0.41,0.3,8.8,0.045,28,131,0.9953,3.12,0.59,9.9,"0"
2614,6.8,0.43,0.26,5.2,0.043,40,176,0.99116,3.17,0.41,12.3,"1"
2615,6.8,0.43,0.3,3.5,0.033,27,135,0.9906,3,0.37,12,"1"
2616,6.8,0.44,0.2,16,0.065,61,186,0.99884,3.13,0.45,8.6,"0"
2617,6.8,0.44,0.37,5.1,0.047,46,201,0.9938,3.08,0.65,10.5,"0"
2618,6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,"1"
2619,6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,"1"
2620,6.8,0.45,0.3,11.8,0.094,23,97,0.997,3.09,0.44,9.6,"0"
2621,6.8,0.45,0.36,5,0.033,28,156,0.991,3.11,0.4,12.4,"1"
2622,6.8,0.46,0.26,2.7,0.042,28,83,0.99114,3.38,0.51,12,"1"
2623,6.8,0.46,0.26,6.3,0.147,49,159,0.99434,3.14,0.47,10,"0"
2624,6.8,0.475,0.33,3.95,0.047,16,81,0.98988,3.23,0.53,13.4,"1"
2625,6.8,0.51,0.3,4.2,0.066,38,165,0.9945,3.2,0.42,9.1,"0"
2626,6.8,0.52,0.26,5.7,0.038,27,130,0.99,3.11,0.27,13,"1"
2627,6.8,0.52,0.32,13.2,0.044,54,221,0.9972,3.27,0.5,9.6,"1"
2628,6.8,0.53,0.35,3.8,0.034,26,109,0.9906,3.26,0.57,12.7,"1"
2629,6.8,0.57,0.29,2.2,0.04,15,77,0.9938,3.32,0.74,10.2,"0"
2630,6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2,"0"
2631,6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2,"0"
2632,6.8,0.64,0.08,9.7,0.062,26,142,0.9972,3.37,0.46,8.9,"0"
2633,6.8,0.67,0.3,13,0.29,22,193,0.9984,3.08,0.67,9,"0"
2634,6.8,0.705,0.25,3.2,0.048,10,57,0.996,3.36,0.52,9.5,"0"
2635,6.8,0.73,0.2,6.6,0.054,25,65,0.99324,3.12,0.28,11.1,"0"
2636,6.9,0.115,0.35,5.4,0.048,36,108,0.9939,3.32,0.42,10.2,"1"
2637,6.9,0.12,0.36,2.2,0.037,18,111,0.9919,3.41,0.82,11.9,"1"
2638,6.9,0.13,0.28,13.3,0.05,47,132,0.99655,3.34,0.42,10.1,"1"
2639,6.9,0.14,0.29,9.9,0.056,30,91,0.99512,3.19,0.33,9.9,"1"
2640,6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,"1"
2641,6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,"1"
2642,6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4,"1"
2643,6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4,"1"
2644,6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,"1"
2645,6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,"1"
2646,6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,"1"
2647,6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,"1"
2648,6.9,0.16,0.35,1.3,0.043,21,182,0.9927,3.25,0.62,10.8,"1"
2649,6.9,0.16,0.37,1.8,0.034,36,95,0.98952,2.93,0.59,12,"1"
2650,6.9,0.17,0.22,4.6,0.064,55,152,0.9952,3.29,0.37,9.3,"1"
2651,6.9,0.17,0.25,1.6,0.047,34,132,0.9914,3.16,0.48,11.4,"0"
2652,6.9,0.17,0.3,2,0.047,13,117,0.99152,3.16,0.51,11.6,"1"
2653,6.9,0.18,0.3,2,0.038,39,190,0.9914,3.32,0.37,12.2,"1"
2654,6.9,0.18,0.33,1,0.054,24,164,0.9926,3.42,0.51,10.5,"0"
2655,6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,"1"
2656,6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,"1"
2657,6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,"1"
2658,6.9,0.18,0.38,6.5,0.039,20,110,0.9943,3.1,0.42,10.5,"0"
2659,6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,"1"
2660,6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,"1"
2661,6.9,0.19,0.28,3,0.054,33,99,0.9924,3.16,0.4,10.8,"1"
2662,6.9,0.19,0.28,5,0.058,14,146,0.9952,3.29,0.36,9.1,"1"
2663,6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,"1"
2664,6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,"1"
2665,6.9,0.19,0.32,7.9,0.042,30,130,0.99456,3.4,0.39,10.5,"1"
2666,6.9,0.19,0.33,1.6,0.039,27,98,0.9898,3.09,0.46,12.3,"1"
2667,6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,"0"
2668,6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,"0"
2669,6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8,"1"
2670,6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8,"1"
2671,6.9,0.19,0.35,5,0.067,32,150,0.995,3.36,0.48,9.8,"0"
2672,6.9,0.19,0.35,6.9,0.045,51,125,0.9933,3.1,0.44,10.7,"1"
2673,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,"1"
2674,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,"1"
2675,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,"1"
2676,6.9,0.19,0.38,1.15,0.023,30,105,0.99047,3.11,0.38,11.4,"0"
2677,6.9,0.19,0.39,8,0.028,22,84,0.994,3.11,0.66,10.8,"1"
2678,6.9,0.19,0.4,1.4,0.036,14,55,0.9909,3.08,0.68,11.5,"1"
2679,6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,"1"
2680,6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,"1"
2681,6.9,0.19,0.6,4,0.037,6,122,0.99255,2.92,0.59,10.4,"0"
2682,6.9,0.2,0.28,1.2,0.048,36,159,0.9936,3.19,0.43,9.1,"1"
2683,6.9,0.2,0.3,4.7,0.041,40,148,0.9932,3.16,0.35,10.2,"1"
2684,6.9,0.2,0.34,1.9,0.043,25,136,0.9935,3.31,0.6,10.1,"0"
2685,6.9,0.2,0.36,1.5,0.031,38,147,0.9931,3.35,0.56,11,"1"
2686,6.9,0.2,0.37,6.2,0.027,24,97,0.992,3.38,0.49,12.2,"1"
2687,6.9,0.2,0.4,7.7,0.032,51,176,0.9939,3.22,0.27,11.4,"0"
2688,6.9,0.2,0.41,1.1,0.06,36,104,0.99317,2.99,0.39,9.2,"0"
2689,6.9,0.2,0.5,10,0.036,78,167,0.9964,3.15,0.55,10.2,"1"
2690,6.9,0.21,0.24,1.8,0.021,17,80,0.98992,3.15,0.46,12.3,"1"
2691,6.9,0.21,0.28,2.4,0.056,49,159,0.9944,3.02,0.47,8.8,"1"
2692,6.9,0.21,0.33,1.4,0.056,35,136,0.9938,3.63,0.78,10.3,"1"
2693,6.9,0.21,0.33,1.8,0.034,48,136,0.9899,3.25,0.41,12.6,"1"
2694,6.9,0.21,0.49,1.4,0.041,15,164,0.9927,3.25,0.63,11,"0"
2695,6.9,0.21,0.62,6.3,0.042,7,109,0.99358,2.96,0.59,10.2,"1"
2696,6.9,0.21,0.81,1.1,0.137,52,123,0.9932,3.03,0.39,9.2,"1"
2697,6.9,0.22,0.28,7.8,0.05,43,116,0.99326,3.22,0.6,11.5,"1"
2698,6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,"1"
2699,6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,"1"
2700,6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,"1"
2701,6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,"1"
2702,6.9,0.22,0.32,9.3,0.04,22,110,0.9958,3.34,0.54,10.7,"1"
2703,6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,"1"
2704,6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,"1"
2705,6.9,0.22,0.39,6,0.035,44,141,0.99123,3.11,0.33,12.5,"1"
2706,6.9,0.22,0.43,6.4,0.042,34,115,0.99293,3.05,0.51,10.8,"1"
2707,6.9,0.22,0.49,7,0.063,50,168,0.9957,3.54,0.5,10.3,"1"
2708,6.9,0.23,0.24,14.2,0.053,19,94,0.9982,3.17,0.5,9.6,"0"
2709,6.9,0.23,0.32,16.4,0.045,62,153,0.9972,3.22,0.42,10.5,"0"
2710,6.9,0.23,0.33,12.8,0.056,44,169,0.998,3.42,0.42,9.8,"1"
2711,6.9,0.23,0.34,2.7,0.032,24,121,0.9902,3.14,0.38,12.4,"1"
2712,6.9,0.23,0.34,4,0.047,24,128,0.9944,3.2,0.52,9.7,"1"
2713,6.9,0.23,0.35,6.9,0.03,45,116,0.99244,2.8,0.54,11,"1"
2714,6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,"1"
2715,6.9,0.23,0.4,7.5,0.04,50,151,0.9927,3.11,0.27,11.4,"1"
2716,6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11,"1"
2717,6.9,0.24,0.23,7.1,0.041,20,97,0.99246,3.1,0.85,11.4,"1"
2718,6.9,0.24,0.33,1.7,0.035,47,136,0.99,3.26,0.4,12.6,"1"
2719,6.9,0.24,0.33,4.8,0.04,16,131,0.9936,3.26,0.64,10.7,"1"
2720,6.9,0.24,0.33,12.5,0.046,47,153,0.9983,3.28,0.77,9.6,"1"
2721,6.9,0.24,0.34,4.7,0.04,43,161,0.9935,3.2,0.59,10.6,"1"
2722,6.9,0.24,0.35,1,0.052,35,146,0.993,3.45,0.44,10,"1"
2723,6.9,0.24,0.36,20.8,0.031,40,139,0.9975,3.2,0.33,11,"1"
2724,6.9,0.24,0.37,6.1,0.027,38,112,0.99086,3.19,0.34,12.4,"1"
2725,6.9,0.24,0.39,1.3,0.063,18,136,0.9928,3.31,0.48,10.4,"1"
2726,6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,"0"
